Year,State,Avg Temperature Index
1973,Iowa,48.74166666666667
1974,Iowa,47.61666666666667
1975,Iowa,47.39166666666666
1976,Iowa,47.36666666666667
1977,Iowa,48.366666666666674
1978,Iowa,45.31666666666666
1979,Iowa,45.13333333333333
1980,Iowa,48.01666666666667
1981,Iowa,48.966666666666676
1982,Iowa,46.083333333333336
1983,Iowa,47.65833333333333
1984,Iowa,47.77500000000001
1985,Iowa,45.900000000000006
1986,Iowa,48.55833333333333
1987,Iowa,51.18333333333334
1988,Iowa,48.708333333333336
1989,Iowa,46.599999999999994
1990,Iowa,49.46666666666666
1991,Iowa,48.591666666666676
1992,Iowa,47.85
1993,Iowa,45.675000000000004
1994,Iowa,47.46666666666666
1995,Iowa,47.258333333333326
1996,Iowa,45.18333333333334
1997,Iowa,47.116666666666674
1998,Iowa,50.93333333333334
1999,Iowa,49.65833333333333
2000,Iowa,48.633333333333326
2001,Iowa,49.06666666666667
2002,Iowa,49.166666666666664
2003,Iowa,47.916666666666664
2004,Iowa,48.525000000000006
2005,Iowa,49.61666666666667
2006,Iowa,50.39166666666666
2007,Iowa,48.89166666666667
2008,Iowa,45.916666666666664
2009,Iowa,46.699999999999996
2010,Iowa,48.19166666666666
2011,Iowa,48.416666666666664
2012,Iowa,52.08333333333334
2013,Iowa,46.65833333333333
2014,Iowa,45.458333333333336
2015,Iowa,49.26666666666666
2016,Iowa,50.708333333333336
1956,Kansas,55.93333333333334
1957,Kansas,53.650000000000006
1958,Kansas,53.15833333333333
1959,Kansas,53.583333333333336
1960,Kansas,52.666666666666664
1961,Kansas,52.65833333333333
1962,Kansas,54.31666666666666
1963,Kansas,55.84166666666666
1964,Kansas,54.87500000000001
1965,Kansas,54.46666666666666
1966,Kansas,53.466666666666676
1967,Kansas,53.849999999999994
1968,Kansas,53.48333333333333
1969,Kansas,53.14166666666667
1970,Kansas,54.008333333333326
1971,Kansas,53.85
1972,Kansas,53.199999999999996
1973,Kansas,53.991666666666674
1974,Kansas,54.37500000000001
1975,Kansas,53.73333333333333
1976,Kansas,54.20000000000001
1977,Kansas,55.44999999999999
1978,Kansas,52.699999999999996
1979,Kansas,52.30000000000001
1980,Kansas,55.083333333333336
1981,Kansas,55.67499999999999
1982,Kansas,53.04166666666666
1983,Kansas,53.19166666666667
1984,Kansas,53.975
1985,Kansas,52.541666666666664
1986,Kansas,56.20833333333332
1987,Kansas,55.46666666666666
1988,Kansas,54.73333333333333
1989,Kansas,53.14166666666667
1990,Kansas,55.50833333333333
1991,Kansas,55.71666666666665
1992,Kansas,54.158333333333324
1993,Kansas,51.949999999999996
1994,Kansas,54.916666666666664
1995,Kansas,53.93333333333333
1996,Kansas,53.08333333333334
1997,Kansas,53.666666666666664
1998,Kansas,56.324999999999996
1999,Kansas,55.99166666666665
2000,Kansas,55.550000000000004
2001,Kansas,55.91666666666668
2002,Kansas,55.18333333333333
2003,Kansas,54.96666666666667
2004,Kansas,55.07500000000001
2005,Kansas,55.89166666666667
2006,Kansas,56.88333333333333
2007,Kansas,55.074999999999996
2008,Kansas,53.59166666666667
2009,Kansas,53.599999999999994
2010,Kansas,55.275
2011,Kansas,55.20833333333334
2012,Kansas,58.225
2013,Kansas,53.725
2014,Kansas,53.708333333333336
2015,Kansas,56.30833333333333
2016,Kansas,57.16666666666666
1956,Kentucky,56.099999999999994
1957,Kentucky,56.09166666666667
1958,Kentucky,53.04166666666668
1959,Kentucky,55.833333333333336
1960,Kentucky,53.64166666666666
1961,Kentucky,54.49166666666667
1962,Kentucky,54.666666666666664
1963,Kentucky,53.675000000000004
1964,Kentucky,55.59166666666667
1965,Kentucky,55.59166666666666
1966,Kentucky,53.775000000000006
1967,Kentucky,54.400000000000006
1968,Kentucky,54.0
1969,Kentucky,53.9
1970,Kentucky,55.041666666666664
1971,Kentucky,55.44166666666666
1972,Kentucky,54.741666666666674
1973,Kentucky,56.25833333333333
1974,Kentucky,55.458333333333336
1975,Kentucky,55.775
1976,Kentucky,53.33333333333332
1977,Kentucky,54.791666666666664
1978,Kentucky,53.39166666666666
1979,Kentucky,53.43333333333333
1980,Kentucky,54.633333333333326
1981,Kentucky,54.34166666666667
1982,Kentucky,55.316666666666656
1983,Kentucky,55.05000000000001
1984,Kentucky,55.324999999999996
1985,Kentucky,55.041666666666664
1986,Kentucky,56.62500000000001
1987,Kentucky,56.475
1988,Kentucky,54.816666666666684
1989,Kentucky,54.34166666666667
1990,Kentucky,57.32500000000001
1991,Kentucky,57.37499999999999
1992,Kentucky,55.08333333333334
1993,Kentucky,55.0
1994,Kentucky,55.39166666666667
1995,Kentucky,55.366666666666674
1996,Kentucky,54.40833333333333
1997,Kentucky,54.491666666666674
1998,Kentucky,58.19166666666667
1999,Kentucky,57.258333333333326
2000,Kentucky,55.66666666666668
2001,Kentucky,56.59166666666667
2002,Kentucky,56.85
2003,Kentucky,55.241666666666674
2004,Kentucky,56.40833333333333
2005,Kentucky,56.79166666666666
2006,Kentucky,56.816666666666656
2007,Kentucky,57.71666666666666
2008,Kentucky,55.366666666666674
2009,Kentucky,55.39166666666667
2010,Kentucky,56.01666666666668
2011,Kentucky,56.93333333333334
2012,Kentucky,58.41666666666668
2013,Kentucky,55.041666666666664
2014,Kentucky,54.35833333333334
2015,Kentucky,56.574999999999996
2016,Kentucky,58.025
1956,Louisiana,67.03333333333333
1957,Louisiana,67.08333333333333
1958,Louisiana,64.95
1959,Louisiana,65.8
1960,Louisiana,65.14166666666667
1961,Louisiana,65.06666666666666
1962,Louisiana,66.49166666666666
1963,Louisiana,65.86666666666666
1964,Louisiana,66.08333333333333
1965,Louisiana,66.84166666666668
1966,Louisiana,65.175
1967,Louisiana,65.775
1968,Louisiana,64.36666666666669
1969,Louisiana,65.63333333333333
1970,Louisiana,65.375
1971,Louisiana,66.49166666666666
1972,Louisiana,66.48333333333333
1973,Louisiana,66.24166666666666
1974,Louisiana,66.52499999999999
1975,Louisiana,66.09166666666665
1976,Louisiana,64.33333333333333
1977,Louisiana,66.05833333333332
1978,Louisiana,65.08333333333333
1979,Louisiana,64.55
1980,Louisiana,66.05
1981,Louisiana,66.05000000000001
1982,Louisiana,66.69166666666666
1983,Louisiana,64.36666666666666
1984,Louisiana,66.31666666666668
1985,Louisiana,66.35833333333332
1986,Louisiana,67.30833333333332
1987,Louisiana,65.99999999999999
1988,Louisiana,65.63333333333333
1989,Louisiana,65.45
1990,Louisiana,67.81666666666668
1991,Louisiana,66.91666666666666
1992,Louisiana,65.84166666666665
1993,Louisiana,65.60833333333333
1994,Louisiana,66.46666666666667
1995,Louisiana,66.78333333333333
1996,Louisiana,66.15833333333335
1997,Louisiana,66.04166666666667
1998,Louisiana,68.66666666666667
1999,Louisiana,67.875
2000,Louisiana,67.24166666666666
2001,Louisiana,66.66666666666666
2002,Louisiana,66.64166666666667
2003,Louisiana,66.375
2004,Louisiana,67.14166666666667
2005,Louisiana,67.525
2006,Louisiana,67.77499999999999
2007,Louisiana,67.39166666666667
2008,Louisiana,66.64999999999999
2009,Louisiana,66.85000000000001
2010,Louisiana,66.45833333333333
2011,Louisiana,67.73333333333333
2012,Louisiana,68.71666666666667
2013,Louisiana,66.25833333333334
2014,Louisiana,65.08333333333334
2015,Louisiana,68.10000000000001
2016,Louisiana,68.73333333333333
1956,Maine,39.333333333333336
1957,Maine,41.083333333333336
1958,Maine,39.61666666666667
1959,Maine,40.70833333333333
1960,Maine,41.233333333333334
1961,Maine,40.73333333333333
1962,Maine,39.00833333333333
1963,Maine,39.59166666666667
1964,Maine,40.1
1965,Maine,39.300000000000004
1966,Maine,41.083333333333336
1967,Maine,39.416666666666664
1968,Maine,39.75000000000001
1969,Maine,40.9
1970,Maine,40.10833333333334
1971,Maine,40.0
1972,Maine,38.516666666666666
1973,Maine,42.25833333333333
1974,Maine,39.6
1975,Maine,40.833333333333336
1976,Maine,39.53333333333333
1977,Maine,40.483333333333334
1978,Maine,39.300000000000004
1979,Maine,41.84166666666667
1980,Maine,39.550000000000004
1981,Maine,41.79166666666668
1982,Maine,39.85833333333333
1983,Maine,42.12499999999999
1984,Maine,41.358333333333334
1985,Maine,39.916666666666664
1986,Maine,40.074999999999996
1987,Maine,41.06666666666667
1988,Maine,40.925
1989,Maine,39.28333333333333
1990,Maine,42.40833333333333
1991,Maine,41.708333333333336
1992,Maine,39.824999999999996
1993,Maine,39.949999999999996
1994,Maine,40.42499999999999
1995,Maine,40.949999999999996
1996,Maine,40.975
1997,Maine,39.80833333333333
1998,Maine,43.508333333333326
1999,Maine,43.800000000000004
2000,Maine,40.94166666666667
2001,Maine,42.666666666666664
2002,Maine,41.708333333333336
2003,Maine,40.458333333333336
2004,Maine,40.449999999999996
2005,Maine,41.858333333333334
2006,Maine,43.974999999999994
2007,Maine,40.725
2008,Maine,41.61666666666667
2009,Maine,40.86666666666666
2010,Maine,44.64166666666666
2011,Maine,42.82500000000001
2012,Maine,43.85833333333332
2013,Maine,41.983333333333334
2014,Maine,41.19166666666667
2015,Maine,41.225
2016,Maine,43.25
1956,Maryland,53.849999999999994
1957,Maryland,54.56666666666666
1958,Maryland,52.03333333333334
1959,Maryland,55.23333333333332
1960,Maryland,52.866666666666674
1961,Maryland,53.53333333333333
1962,Maryland,52.50833333333333
1963,Maryland,52.475
1964,Maryland,53.791666666666664
1965,Maryland,53.46666666666667
1966,Maryland,52.866666666666674
1967,Maryland,52.425000000000004
1968,Maryland,53.349999999999994
1969,Maryland,53.01666666666666
1970,Maryland,53.675000000000004
1971,Maryland,54.05833333333334
1972,Maryland,53.11666666666667
1973,Maryland,55.08333333333332
1974,Maryland,54.23333333333333
1975,Maryland,54.60833333333334
1976,Maryland,53.15
1977,Maryland,53.93333333333333
1978,Maryland,52.491666666666674
1979,Maryland,53.07500000000001
1980,Maryland,53.55833333333334
1981,Maryland,53.09166666666666
1982,Maryland,53.59166666666667
1983,Maryland,54.15833333333334
1984,Maryland,54.150000000000006
1985,Maryland,54.76666666666667
1986,Maryland,54.599999999999994
1987,Maryland,54.70000000000001
1988,Maryland,53.675000000000004
1989,Maryland,53.541666666666664
1990,Maryland,56.60833333333334
1991,Maryland,56.5
1992,Maryland,53.49999999999999
1993,Maryland,54.225000000000016
1994,Maryland,54.35833333333334
1995,Maryland,54.40833333333333
1996,Maryland,53.241666666666674
1997,Maryland,54.06666666666666
1998,Maryland,57.025000000000006
1999,Maryland,55.708333333333336
2000,Maryland,54.13333333333335
2001,Maryland,55.333333333333336
2002,Maryland,56.291666666666664
2003,Maryland,53.93333333333334
2004,Maryland,55.16666666666668
2005,Maryland,55.18333333333334
2006,Maryland,56.53333333333333
2007,Maryland,55.69166666666666
2008,Maryland,55.324999999999996
2009,Maryland,54.61666666666667
2010,Maryland,55.86666666666667
2011,Maryland,56.525
2012,Maryland,57.5
2013,Maryland,54.71666666666667
2014,Maryland,53.591666666666676
2015,Maryland,55.48333333333334
2016,Maryland,56.425000000000004
1956,Massachusetts,46.35833333333332
1957,Massachusetts,48.23333333333334
1958,Massachusetts,45.70833333333334
1959,Massachusetts,47.9
1960,Massachusetts,46.875
1961,Massachusetts,47.041666666666664
1962,Massachusetts,45.56666666666666
1963,Massachusetts,46.31666666666666
1964,Massachusetts,46.80833333333334
1965,Massachusetts,46.30833333333334
1966,Massachusetts,46.89166666666666
1967,Massachusetts,46.01666666666666
1968,Massachusetts,46.49166666666667
1969,Massachusetts,47.166666666666664
1970,Massachusetts,46.666666666666664
1971,Massachusetts,47.06666666666666
1972,Massachusetts,45.94166666666666
1973,Massachusetts,48.98333333333334
1974,Massachusetts,47.10833333333334
1975,Massachusetts,48.00000000000001
1976,Massachusetts,46.58333333333332
1977,Massachusetts,47.14166666666666
1978,Massachusetts,45.70000000000001
1979,Massachusetts,47.875
1980,Massachusetts,46.583333333333336
1981,Massachusetts,47.225
1982,Massachusetts,46.78333333333333
1983,Massachusetts,48.474999999999994
1984,Massachusetts,47.96666666666666
1985,Massachusetts,47.24999999999999
1986,Massachusetts,47.18333333333334
1987,Massachusetts,47.40833333333334
1988,Massachusetts,47.216666666666676
1989,Massachusetts,46.65
1990,Massachusetts,49.67499999999999
1991,Massachusetts,49.56666666666666
1992,Massachusetts,46.4
1993,Massachusetts,47.30833333333334
1994,Massachusetts,47.65833333333334
1995,Massachusetts,47.800000000000004
1996,Massachusetts,47.333333333333336
1997,Massachusetts,47.366666666666674
1998,Massachusetts,50.375
1999,Massachusetts,49.78333333333333
2000,Massachusetts,47.51666666666667
2001,Massachusetts,49.09166666666666
2002,Massachusetts,49.349999999999994
2003,Massachusetts,47.11666666666667
2004,Massachusetts,47.625
2005,Massachusetts,48.400000000000006
2006,Massachusetts,50.11666666666667
2007,Massachusetts,48.29166666666668
2008,Massachusetts,48.62499999999999
2009,Massachusetts,47.75
2010,Massachusetts,50.35
2011,Massachusetts,49.666666666666664
2012,Massachusetts,51.349999999999994
2013,Massachusetts,48.816666666666656
2014,Massachusetts,47.73333333333334
2015,Massachusetts,48.45833333333332
2016,Massachusetts,50.291666666666664
1956,Michigan,43.45000000000001
1957,Michigan,43.625
1958,Michigan,42.883333333333326
1959,Michigan,43.76666666666667
1960,Michigan,43.26666666666667
1961,Michigan,44.15
1962,Michigan,42.916666666666664
1963,Michigan,42.89166666666667
1964,Michigan,44.699999999999996
1965,Michigan,42.975
1966,Michigan,43.349999999999994
1967,Michigan,42.641666666666666
1968,Michigan,44.008333333333326
1969,Michigan,43.425000000000004
1970,Michigan,43.583333333333336
1971,Michigan,43.99166666666667
1972,Michigan,41.724999999999994
1973,Michigan,45.61666666666667
1974,Michigan,43.28333333333334
1975,Michigan,44.60833333333333
1976,Michigan,42.64999999999999
1977,Michigan,44.01666666666666
1978,Michigan,42.4
1979,Michigan,42.4
1980,Michigan,42.85833333333334
1981,Michigan,44.03333333333333
1982,Michigan,43.208333333333336
1983,Michigan,44.73333333333334
1984,Michigan,44.30833333333334
1985,Michigan,43.475
1986,Michigan,44.475
1987,Michigan,46.87500000000001
1988,Michigan,44.51666666666667
1989,Michigan,42.63333333333333
1990,Michigan,45.66666666666666
1991,Michigan,45.849999999999994
1992,Michigan,43.35
1993,Michigan,43.25
1994,Michigan,43.86666666666667
1995,Michigan,44.21666666666667
1996,Michigan,42.51666666666667
1997,Michigan,43.541666666666664
1998,Michigan,48.25833333333333
1999,Michigan,46.37499999999999
2000,Michigan,45.025
2001,Michigan,46.800000000000004
2002,Michigan,45.74166666666667
2003,Michigan,43.96666666666667
2004,Michigan,44.583333333333336
2005,Michigan,46.05833333333334
2006,Michigan,47.01666666666667
2007,Michigan,46.09166666666667
2008,Michigan,44.041666666666664
2009,Michigan,43.78333333333333
2010,Michigan,47.08333333333332
2011,Michigan,45.61666666666667
2012,Michigan,48.43333333333334
2013,Michigan,44.074999999999996
2014,Michigan,41.9
2015,Michigan,45.10833333333333
2016,Michigan,47.375
1956,Minnesota,39.633333333333326
1957,Minnesota,40.074999999999996
1958,Minnesota,40.6
1959,Minnesota,40.141666666666666
1960,Minnesota,39.841666666666676
1961,Minnesota,41.05833333333333
1962,Minnesota,39.766666666666666
1963,Minnesota,41.199999999999996
1964,Minnesota,40.875
1965,Minnesota,38.26666666666667
1966,Minnesota,38.59166666666666
1967,Minnesota,38.916666666666664
1968,Minnesota,40.583333333333336
1969,Minnesota,39.541666666666664
1970,Minnesota,39.108333333333334
1971,Minnesota,39.65
1972,Minnesota,37.675000000000004
1973,Minnesota,42.266666666666666
1974,Minnesota,40.150000000000006
1975,Minnesota,40.11666666666667
1976,Minnesota,40.49999999999999
1977,Minnesota,41.199999999999996
1978,Minnesota,39.050000000000004
1979,Minnesota,37.80833333333333
1980,Minnesota,40.708333333333336
1981,Minnesota,42.550000000000004
1982,Minnesota,39.025
1983,Minnesota,41.391666666666666
1984,Minnesota,41.325
1985,Minnesota,38.7
1986,Minnesota,41.49999999999999
1987,Minnesota,45.275
1988,Minnesota,41.550000000000004
1989,Minnesota,39.108333333333334
1990,Minnesota,42.458333333333336
1991,Minnesota,41.75833333333333
1992,Minnesota,40.89166666666667
1993,Minnesota,38.93333333333334
1994,Minnesota,40.92499999999999
1995,Minnesota,40.32500000000001
1996,Minnesota,37.625
1997,Minnesota,40.574999999999996
1998,Minnesota,44.90833333333333
1999,Minnesota,43.699999999999996
2000,Minnesota,41.825
2001,Minnesota,43.04999999999999
2002,Minnesota,42.05
2003,Minnesota,41.516666666666666
2004,Minnesota,41.300000000000004
2005,Minnesota,43.07500000000001
2006,Minnesota,44.4
2007,Minnesota,42.4
2008,Minnesota,39.44166666666666
2009,Minnesota,40.11666666666667
2010,Minnesota,42.85
2011,Minnesota,42.025
2012,Minnesota,45.208333333333336
2013,Minnesota,39.325
2014,Minnesota,38.666666666666664
2015,Minnesota,43.50833333333333
2016,Minnesota,44.541666666666664
1956,Mississippi,64.375
1957,Mississippi,64.26666666666667
1958,Mississippi,61.725
1959,Mississippi,63.300000000000004
1960,Mississippi,62.083333333333336
1961,Mississippi,62.333333333333336
1962,Mississippi,63.65833333333333
1963,Mississippi,62.68333333333334
1964,Mississippi,63.208333333333336
1965,Mississippi,63.849999999999994
1966,Mississippi,62.25
1967,Mississippi,62.55833333333334
1968,Mississippi,61.49999999999999
1969,Mississippi,62.30833333333333
1970,Mississippi,62.6
1971,Mississippi,63.38333333333333
1972,Mississippi,63.53333333333334
1973,Mississippi,63.74166666666667
1974,Mississippi,63.475
1975,Mississippi,63.300000000000004
1976,Mississippi,61.41666666666666
1977,Mississippi,63.31666666666667
1978,Mississippi,62.21666666666667
1979,Mississippi,61.625
1980,Mississippi,63.074999999999996
1981,Mississippi,63.09166666666667
1982,Mississippi,63.75833333333333
1983,Mississippi,61.69166666666667
1984,Mississippi,63.34166666666667
1985,Mississippi,63.199999999999996
1986,Mississippi,64.55833333333334
1987,Mississippi,63.53333333333333
1988,Mississippi,62.708333333333336
1989,Mississippi,62.44166666666667
1990,Mississippi,65.09166666666667
1991,Mississippi,64.34166666666667
1992,Mississippi,62.81666666666666
1993,Mississippi,62.708333333333336
1994,Mississippi,63.550000000000004
1995,Mississippi,63.60833333333333
1996,Mississippi,63.025
1997,Mississippi,62.925000000000004
1998,Mississippi,65.85833333333333
1999,Mississippi,65.025
2000,Mississippi,64.21666666666667
2001,Mississippi,63.70833333333334
2002,Mississippi,63.991666666666674
2003,Mississippi,63.275
2004,Mississippi,64.03333333333332
2005,Mississippi,64.28333333333335
2006,Mississippi,64.76666666666667
2007,Mississippi,64.95
2008,Mississippi,63.333333333333336
2009,Mississippi,63.64166666666667
2010,Mississippi,63.5
2011,Mississippi,64.45
2012,Mississippi,65.68333333333334
2013,Mississippi,63.09166666666667
2014,Mississippi,62.31666666666666
2015,Mississippi,65.29166666666667
2016,Mississippi,65.95833333333333
1956,Missouri,55.724999999999994
1957,Missouri,54.525000000000006
1958,Missouri,53.008333333333326
1959,Missouri,54.28333333333333
1960,Missouri,53.12500000000001
1961,Missouri,53.29999999999999
1962,Missouri,54.024999999999984
1963,Missouri,54.525
1964,Missouri,55.125
1965,Missouri,55.03333333333333
1966,Missouri,53.4
1967,Missouri,53.74166666666667
1968,Missouri,53.37499999999999
1969,Missouri,53.44166666666666
1970,Missouri,54.083333333333336
1971,Missouri,54.84166666666667
1972,Missouri,53.74166666666667
1973,Missouri,55.241666666666674
1974,Missouri,54.458333333333336
1975,Missouri,54.64166666666666
1976,Missouri,53.62499999999999
1977,Missouri,54.86666666666667
1978,Missouri,52.60833333333333
1979,Missouri,52.050000000000004
1980,Missouri,54.975
1981,Missouri,54.90833333333333
1982,Missouri,53.525
1983,Missouri,53.96666666666666
1984,Missouri,54.39166666666667
1985,Missouri,53.008333333333326
1986,Missouri,55.92499999999999
1987,Missouri,56.34166666666667
1988,Missouri,54.56666666666666
1989,Missouri,53.03333333333333
1990,Missouri,56.20000000000001
1991,Missouri,56.074999999999996
1992,Missouri,54.53333333333334
1993,Missouri,52.974999999999994
1994,Missouri,54.69166666666667
1995,Missouri,54.19166666666666
1996,Missouri,52.95000000000001
1997,Missouri,53.69166666666666
1998,Missouri,57.166666666666664
1999,Missouri,56.36666666666667
2000,Missouri,55.15
2001,Missouri,55.80833333333334
2002,Missouri,55.31666666666667
2003,Missouri,54.508333333333326
2004,Missouri,54.974999999999994
2005,Missouri,56.24999999999999
2006,Missouri,56.76666666666666
2007,Missouri,56.191666666666684
2008,Missouri,53.45000000000001
2009,Missouri,53.974999999999994
2010,Missouri,55.20833333333332
2011,Missouri,55.658333333333324
2012,Missouri,58.54999999999998
2013,Missouri,53.61666666666667
2014,Missouri,52.875
2015,Missouri,55.84166666666667
2016,Missouri,57.44166666666667
1956,Montana,41.05
1957,Montana,40.71666666666667
1958,Montana,42.599999999999994
1959,Montana,40.25833333333334
1960,Montana,41.14166666666667
1961,Montana,42.80833333333334
1962,Montana,41.525
1963,Montana,42.741666666666674
1964,Montana,40.55
1965,Montana,39.725
1966,Montana,41.05
1967,Montana,41.525000000000006
1968,Montana,40.69166666666666
1969,Montana,39.908333333333324
1970,Montana,40.36666666666667
1971,Montana,40.41666666666667
1972,Montana,39.625
1973,Montana,41.95833333333333
1974,Montana,42.38333333333333
1975,Montana,39.333333333333336
1976,Montana,42.68333333333334
1977,Montana,41.59166666666667
1978,Montana,38.891666666666666
1979,Montana,40.16666666666667
1980,Montana,42.11666666666667
1981,Montana,43.95833333333332
1982,Montana,38.99166666666667
1983,Montana,41.84166666666666
1984,Montana,41.675000000000004
1985,Montana,39.141666666666666
1986,Montana,42.98333333333333
1987,Montana,44.60833333333333
1988,Montana,44.11666666666667
1989,Montana,40.825
1990,Montana,42.81666666666667
1991,Montana,42.958333333333336
1992,Montana,43.48333333333333
1993,Montana,39.65
1994,Montana,42.699999999999996
1995,Montana,41.74166666666667
1996,Montana,39.241666666666674
1997,Montana,42.21666666666667
1998,Montana,43.849999999999994
1999,Montana,44.05833333333334
2000,Montana,42.358333333333334
2001,Montana,43.650000000000006
2002,Montana,41.45
2003,Montana,43.34166666666667
2004,Montana,42.81666666666667
2005,Montana,43.06666666666666
2006,Montana,44.375
2007,Montana,44.03333333333334
2008,Montana,41.391666666666666
2009,Montana,41.15
2010,Montana,41.558333333333344
2011,Montana,41.58333333333333
2012,Montana,44.53333333333333
2013,Montana,42.391666666666666
2014,Montana,41.916666666666664
2015,Montana,44.86666666666667
2016,Montana,44.650000000000006
1956,Nebraska,49.28333333333333
1957,Nebraska,47.958333333333336
1958,Nebraska,47.85833333333333
1959,Nebraska,47.975
1960,Nebraska,46.949999999999996
1961,Nebraska,47.73333333333333
1962,Nebraska,48.15
1963,Nebraska,50.06666666666666
1964,Nebraska,48.59166666666667
1965,Nebraska,47.800000000000004
1966,Nebraska,47.45833333333332
1967,Nebraska,48.025000000000006
1968,Nebraska,48.025000000000006
1969,Nebraska,47.36666666666667
1970,Nebraska,48.25
1971,Nebraska,48.025
1972,Nebraska,47.208333333333336
1973,Nebraska,48.65833333333333
1974,Nebraska,49.241666666666674
1975,Nebraska,47.73333333333334
1976,Nebraska,48.96666666666667
1977,Nebraska,49.81666666666666
1978,Nebraska,46.13333333333333
1979,Nebraska,46.51666666666667
1980,Nebraska,49.51666666666667
1981,Nebraska,50.475
1982,Nebraska,47.04166666666666
1983,Nebraska,47.90833333333334
1984,Nebraska,48.25833333333333
