Date,State,Incident Description
2010,California,Fire
2010,Idaho,Severe Storm/Flooding
2010,California,Fire
2010,Iowa,Severe Storm/Flooding
2010,Oklahoma,Severe Storm/Flooding
2010,Kentucky,Severe Storm/Flooding
2010,Washington,Fire
2010,Nebraska,Severe Storm/Flooding
2010,Wyoming,Severe Storm/Flooding
2010,Montana,Severe Storm/Flooding
2010,Minnesota,Severe Storm/Flooding
2010,Nevada,Fire
2010,Maine,Severe Storm/Flooding
2010,Texas,Tropical Storm
2010,West Virginia,Severe Storm/Flooding
2010,Arizona,Fire
2010,Arizona,Fire
2010,New Mexico,Fire
2010,Oklahoma,Severe Storm/Flooding
2010,New Mexico,Fire
2010,Mississippi,Severe Storm/Flooding
2010,South Dakota,Severe Storm/Flooding
2010,South Dakota,Winter Storm
2010,New Hampshire,Severe Storm/Flooding
2010,Kentucky,Severe Storm/Flooding
2010,California,Other
2010,Maryland,Winter Storm
2010,Tennessee,Severe Storm/Flooding
2010,Massachusetts,Other
2010,Alabama,Severe Storm/Flooding
2010,North Dakota,Severe Storm/Flooding
2010,Mississippi,Severe Storm/Flooding
2010,Virginia,Winter Storm
2010,Connecticut,Severe Storm/Flooding
2010,West Virginia,Winter Storm
2010,North Dakota,Winter Storm
2010,Nebraska,Winter Storm
2010,Minnesota,Severe Storm/Flooding
2010,New York,Severe Storm/Flooding
2010,Pennsylvania,Winter Storm
2010,New Jersey,Severe Storm/Flooding
2010,Delaware,Winter Storm
2010,Rhode Island,Severe Storm/Flooding
2010,West Virginia,Severe Storm/Flooding
2010,New Hampshire,Winter Storm
2010,Massachusetts,Severe Storm/Flooding
2010,Rhode Island,Severe Storm/Flooding
2010,Maine,Winter Storm
2010,New Jersey,Winter Storm
2010,Minnesota,Severe Storm/Flooding
2010,Arizona,Winter Storm
2010,North Dakota,Severe Storm/Flooding
2010,South Dakota,Winter Storm
2010,Kansas,Winter Storm
2010,South Dakota,Winter Storm
2010,California,Winter Storm
2010,Oklahoma,Winter Storm
2010,Iowa,Winter Storm
2010,West Virginia,Winter Storm
2010,North Dakota,Winter Storm
2010,Iowa,Winter Storm
2010,Nebraska,Winter Storm
2010,Oklahoma,Winter Storm
2010,Maryland,Winter Storm
2010,Virginia,Winter Storm
2010,New Jersey,Winter Storm
2010,Arkansas,Severe Storm/Flooding
2010,North Carolina,Winter Storm
2010,Oklahoma,Winter Storm
2010,Arizona,Winter Storm
2011,New Hampshire,Winter Storm
2011,New Jersey,Severe Storm/Flooding
2011,New Mexico,Severe Storm/Flooding
2011,Nevada,Fire
2011,Connecticut,Severe Storm/Flooding
2011,Virginia,Tropical Storm
2011,Vermont,Severe Storm/Flooding
2011,Virginia,Other
2011,Massachusetts,Severe Storm/Flooding
2011,New Hampshire,Severe Storm/Flooding
2011,Connecticut,Severe Storm/Flooding
2011,Louisiana,Tropical Storm
2011,New Jersey,Tropical Storm
2011,Maryland,Tropical Storm
2011,Nevada,Fire
2011,Delaware,Tropical Storm
2011,Kansas,Severe Storm/Flooding
2011,Maryland,Tropical Storm
2011,New Jersey,Severe Storm/Flooding
2011,New York,Tropical Storm
2011,Maine,Tropical Storm
2011,Pennsylvania,Tropical Storm
2011,California,Fire
2011,California,Fire
2011,Nevada,Fire
2011,Texas,Fire
2011,Texas,Fire
2011,Washington,Fire
2011,Pennsylvania,Tropical Storm
2011,New York,Tropical Storm
2011,Texas,Fire
2011,Texas,Fire
2011,Texas,Fire
2011,Texas,Fire
2011,Texas,Fire
2011,Texas,Fire
2011,Texas,Fire
2011,California,Fire
2011,Texas,Fire
2011,Texas,Fire
2011,New Hampshire,Tropical Storm
2011,Virginia,Tropical Storm
2011,Pennsylvania,Tropical Storm
2011,Massachusetts,Tropical Storm
2011,Oklahoma,Fire
2011,Rhode Island,Tropical Storm
2011,California,Fire
2011,Connecticut,Tropical Storm
2011,Vermont,Tropical Storm
2011,Oklahoma,Fire
2011,Oklahoma,Fire
2011,North Carolina,Tropical Storm
2011,New Jersey,Tropical Storm
2011,New York,Tropical Storm
2011,Iowa,Severe Storm/Flooding
2011,Oklahoma,Fire
2011,Texas,Fire
2011,Pennsylvania,Tropical Storm
2011,Montana,Fire
2011,Vermont,Tropical Storm
2011,Delaware,Tropical Storm
2011,Connecticut,Tropical Storm
2011,Maryland,Tropical Storm
2011,New Hampshire,Tropical Storm
2011,New Jersey,Tropical Storm
2011,Rhode Island,Tropical Storm
2011,Massachusetts,Tropical Storm
2011,New York,Tropical Storm
2011,Virginia,Tropical Storm
2011,North Carolina,Tropical Storm
2011,Iowa,Severe Storm/Flooding
2011,Louisiana,Severe Storm/Flooding
2011,Texas,Fire
2011,Nebraska,Severe Storm/Flooding
2011,Nebraska,Severe Storm/Flooding
2011,Missouri,Severe Storm/Flooding
2011,Oklahoma,Fire
2011,Utah,Severe Storm/Flooding
2011,Oklahoma,Fire
2011,Oklahoma,Fire
2011,Oklahoma,Fire
2011,Oklahoma,Fire
2011,Oklahoma,Fire
2011,Oklahoma,Fire
2011,Oklahoma,Fire
2011,Kansas,Severe Storm/Flooding
2011,Minnesota,Severe Storm/Flooding
2011,Oklahoma,Fire
2011,Kentucky,Severe Storm/Flooding
2011,Wyoming,Severe Storm/Flooding
2011,New Hampshire,Severe Storm/Flooding
2011,Tennessee,Severe Storm/Flooding
2011,Oklahoma,Fire
2011,Oklahoma,Fire
2011,Pennsylvania,Severe Storm/Flooding
2011,Ohio,Severe Storm/Flooding
2011,Texas,Fire
2011,Vermont,Severe Storm/Flooding
2011,Arkansas,Severe Storm/Flooding
2011,North Carolina,Fire
2011,Texas,Fire
2011,Missouri,Severe Storm/Flooding
2011,New Mexico,Fire
2011,New Mexico,Fire
2011,Iowa,Severe Storm/Flooding
2011,New Mexico,Fire
2011,Kansas,Severe Storm/Flooding
2011,Oklahoma,Fire
2011,Indiana,Severe Storm/Flooding
2011,Texas,Fire
2011,Texas,Fire
2011,Texas,Fire
2011,Texas,Fire
2011,Texas,Fire
2011,Texas,Fire
2011,Nebraska,Severe Storm/Flooding
2011,Texas,Fire
2011,Texas,Fire
2011,Montana,Severe Storm/Flooding
2011,Colorado,Fire
2011,Texas,Fire
2011,Georgia,Fire
2011,Vermont,Severe Storm/Flooding
2011,Massachusetts,Severe Storm/Flooding
2011,Georgia,Fire
2011,Arizona,Fire
2011,New Mexico,Fire
2011,New Mexico,Fire
2011,New York,Severe Storm/Flooding
2011,Illinois,Severe Storm/Flooding
2011,Minnesota,Severe Storm/Flooding
2011,Oklahoma,Severe Storm/Flooding
2011,Texas,Fire
2011,Texas,Fire
2011,Arizona,Fire
2011,Texas,Fire
2011,Texas,Fire
2011,Texas,Fire
2011,Oklahoma,Severe Storm/Flooding
2011,Texas,Fire
2011,North Dakota,Winter Storm
2011,Idaho,Severe Storm/Flooding
2011,Oklahoma,Winter Storm
2011,South Dakota,Severe Storm/Flooding
2011,Mississippi,Severe Storm/Flooding
2011,Minnesota,Severe Storm/Flooding
2011,North Dakota,Severe Storm/Flooding
2011,Texas,Fire
2011,Arizona,Fire
2011,Tennessee,Severe Storm/Flooding
2011,Tennessee,Severe Storm/Flooding
2011,Missouri,Severe Storm/Flooding
2011,Texas,Fire
2011,Louisiana,Severe Storm/Flooding
2011,Iowa,Severe Storm/Flooding
2011,Kentucky,Severe Storm/Flooding
2011,Tennessee,Severe Storm/Flooding
2011,Mississippi,Severe Storm/Flooding
2011,Arkansas,Severe Storm/Flooding
2011,Tennessee,Severe Storm/Flooding
2011,Texas,Fire
2011,Texas,Fire
2011,Mississippi,Severe Storm/Flooding
2011,Georgia,Severe Storm/Flooding
2011,Texas,Fire
2011,Alabama,Severe Storm/Flooding
2011,Florida,Fire
2011,Texas,Fire
2011,Alabama,Severe Storm/Flooding
2011,Oklahoma,Severe Storm/Flooding
2011,Nebraska,Fire
2011,Texas,Fire
2011,North Carolina,Severe Storm/Flooding
2011,California,Other
2011,Texas,Fire
2011,New Mexico,Fire
2011,Texas,Fire
2011,Texas,Fire
2011,Texas,Fire
2011,Texas,Fire
2011,Texas,Fire
2011,Texas,Fire
2011,Texas,Fire
2011,Oklahoma,Fire
2011,Texas,Fire
2011,Oklahoma,Fire
2011,Texas,Fire
2011,Texas,Fire
2011,Texas,Fire
2011,North Dakota,Severe Storm/Flooding
2011,Oklahoma,Fire
2011,Wisconsin,Winter Storm
2011,Texas,Fire
2011,Colorado,Fire
2011,Kansas,Fire
2011,Oklahoma,Fire
2011,New Mexico,Fire
2011,Texas,Fire
2011,Tennessee,Severe Storm/Flooding
2011,Oregon,Other
2011,Georgia,Fire
2011,Washington,Winter Storm
2011,Georgia,Fire
2011,Oklahoma,Fire
2011,New Mexico,Winter Storm
2011,Missouri,Winter Storm
2011,Colorado,Fire
2011,Illinois,Winter Storm
2011,Oklahoma,Fire
2011,Texas,Fire
2011,Oklahoma,Fire
2011,Oklahoma,Fire
2011,Texas,Fire
2011,Oklahoma,Fire
2011,New Mexico,Fire
2011,Massachusetts,Winter Storm
2011,Connecticut,Winter Storm
2011,Texas,Fire
2011,Texas,Fire
2011,Texas,Fire
2011,Texas,Fire
2011,Virginia,Fire
2011,Virginia,Fire
2011,New York,Winter Storm
2011,Oregon,Winter Storm
2011,Utah,Winter Storm
2011,New Jersey,Winter Storm
2011,Missouri,Winter Storm
2011,Oklahoma,Winter Storm
2011,Maine,Severe Storm/Flooding
2011,California,Winter Storm
2012,Massachusetts,Tropical Storm
2012,New Hampshire,Tropical Storm
2012,West Virginia,Tropical Storm
2012,Virginia,Tropical Storm
2012,Maryland,Tropical Storm
2012,Delaware,Tropical Storm
2012,Utah,Severe Storm/Flooding
2012,Rhode Island,Tropical Storm
2012,New Hampshire,Tropical Storm
2012,New York,Tropical Storm
2012,New Jersey,Tropical Storm
2012,Connecticut,Tropical Storm
2012,West Virginia,Tropical Storm
2012,Delaware,Tropical Storm
2012,Rhode Island,Tropical Storm
2012,Pennsylvania,Tropical Storm
2012,Virginia,Tropical Storm
2012,Maryland,Tropical Storm
2012,Massachusetts,Tropical Storm
2012,New York,Tropical Storm
2012,New Jersey,Tropical Storm
2012,Connecticut,Tropical Storm
2012,Colorado,Fire
2012,Florida,Tropical Storm
2012,Washington,Severe Storm/Flooding
2012,California,Fire
2012,Alabama,Tropical Storm
2012,Washington,Fire
2012,Idaho,Fire
2012,Washington,Fire
2012,Washington,Fire
2012,Montana,Fire
2012,Washington,Fire
2012,Wyoming,Fire
2012,Washington,Fire
2012,Washington,Fire
2012,Washington,Fire
2012,South Dakota,Fire
2012,Nebraska,Fire
2012,Montana,Fire
2012,Mississippi,Tropical Storm
2012,Louisiana,Tropical Storm
2012,Mississippi,Tropical Storm
2012,Louisiana,Tropical Storm
2012,New Mexico,Severe Storm/Flooding
2012,Oklahoma,Fire
2012,Ohio,Severe Storm/Flooding
2012,California,Fire
2012,Idaho,Fire
2012,Washington,Fire
2012,California,Fire
2012,Oklahoma,Fire
2012,Oklahoma,Fire
2012,Oklahoma,Fire
2012,Oklahoma,Fire
2012,Oklahoma,Fire
2012,Oklahoma,Fire
2012,Wisconsin,Severe Storm/Flooding
2012,Montana,Fire
2012,Maryland,Severe Storm/Flooding
2012,Oklahoma,Fire
2012,Virginia,Severe Storm/Flooding
2012,West Virginia,Severe Storm/Flooding
2012,South Dakota,Fire
2012,New Jersey,Severe Storm/Flooding
2012,Minnesota,Severe Storm/Flooding
2012,Wyoming,Fire
2012,Florida,Tropical Storm
2012,Utah,Fire
2012,Wyoming,Fire
2012,West Virginia,Severe Storm/Flooding
2012,Ohio,Severe Storm/Flooding
2012,Wyoming,Fire
2012,Utah,Fire
2012,Colorado,Fire
2012,Utah,Fire
2012,Montana,Fire
2012,Montana,Fire
2012,Montana,Fire
2012,Utah,Fire
2012,Colorado,Fire
2012,Colorado,Fire
2012,Utah,Fire
2012,Vermont,Severe Storm/Flooding
2012,New Mexico,Fire
2012,New Mexico,Fire
2012,New Hampshire,Severe Storm/Flooding
2012,Oklahoma,Severe Storm/Flooding
2012,Colorado,Fire
2012,New Mexico,Fire
2012,New Mexico,Fire
2012,Kansas,Severe Storm/Flooding
2012,Nevada,Fire
2012,Texas,Fire
2012,Colorado,Fire
2012,West Virginia,Severe Storm/Flooding
2012,West Virginia,Severe Storm/Flooding
2012,Tennessee,Severe Storm/Flooding
2012,Indiana,Severe Storm/Flooding
2012,Kentucky,Severe Storm/Flooding
2012,Washington,Winter Storm
2012,Oregon,Winter Storm
2012,Alabama,Severe Storm/Flooding
2012,Utah,Severe Storm/Flooding
2012,Nevada,Fire
2012,Massachusetts,Winter Storm
2013,Texas,Severe Storm/Flooding
2013,California,Fire
2013,Illinois,Severe Storm/Flooding
2013,Nebraska,Winter Storm
2013,South Dakota,Winter Storm
2013,North Dakota,Winter Storm
2013,New Mexico,Severe Storm/Flooding
2013,North Carolina,Severe Storm/Flooding
2013,Kansas,Severe Storm/Flooding
2013,Pennsylvania,Severe Storm/Flooding
2013,New Mexico,Severe Storm/Flooding
2013,North Carolina,Severe Storm/Flooding
2013,Colorado,Severe Storm/Flooding
2013,Colorado,Severe Storm/Flooding
2013,California,Fire
2013,Missouri,Severe Storm/Flooding
2013,Arkansas,Severe Storm/Flooding
2013,California,Fire
2013,Washington,Fire
2013,Montana,Fire
2013,Oregon,Fire
2013,Idaho,Fire
2013,Utah,Fire
2013,Idaho,Fire
2013,Washington,Fire
2013,Wisconsin,Severe Storm/Flooding
2013,California,Fire
2013,California,Fire
2013,Vermont,Severe Storm/Flooding
2013,Oregon,Fire
2013,Florida,Severe Storm/Flooding
2013,South Dakota,Severe Storm/Flooding
2013,Texas,Other
2013,New Hampshire,Severe Storm/Flooding
2013,Iowa,Severe Storm/Flooding
2013,Washington,Fire
2013,Oregon,Fire
2013,Colorado,Fire
2013,Colorado,Fire
2013,West Virginia,Severe Storm/Flooding
2013,Minnesota,Severe Storm/Flooding
2013,Oregon,Fire
2013,Montana,Fire
2013,Missouri,Severe Storm/Flooding
2013,North Dakota,Severe Storm/Flooding
2013,New York,Severe Storm/Flooding
2013,Montana,Severe Storm/Flooding
2013,Nevada,Fire
2013,Arizona,Fire
2013,Iowa,Severe Storm/Flooding
2013,Arizona,Fire
2013,South Dakota,Severe Storm/Flooding
2013,Arkansas,Severe Storm/Flooding
2013,Colorado,Fire
2013,Colorado,Fire
2013,Arizona,Fire
2013,Michigan,Severe Storm/Flooding
2013,Vermont,Severe Storm/Flooding
2013,Colorado,Fire
2013,Colorado,Fire
2013,New Mexico,Fire
2013,California,Fire
2013,Iowa,Severe Storm/Flooding
2013,North Dakota,Severe Storm/Flooding
2013,Oklahoma,Severe Storm/Flooding
2013,South Dakota,Winter Storm
2013,Illinois,Severe Storm/Flooding
2013,Iowa,Winter Storm
2013,Minnesota,Winter Storm
2013,California,Fire
2013,California,Fire
2013,North Dakota,Severe Storm/Flooding
2013,Kansas,Winter Storm
2013,New York,Winter Storm
2013,Texas,Other
2013,Massachusetts,Winter Storm
2013,Massachusetts,Other
2013,Oklahoma,Winter Storm
2013,Maine,Winter Storm
2013,Rhode Island,Winter Storm
2013,Connecticut,Winter Storm
2013,New Hampshire,Winter Storm
2013,Louisiana,Severe Storm/Flooding
2013,Mississippi,Severe Storm/Flooding
2013,Connecticut,Winter Storm
2013,Arkansas,Winter Storm
2013,Pennsylvania,Tropical Storm
2013,Ohio,Tropical Storm
2014,New York,Winter Storm
2014,Arizona,Fire
2014,Arizona,Severe Storm/Flooding
2014,Nevada,Severe Storm/Flooding
2014,Missouri,Severe Storm/Flooding
2014,New Mexico,Severe Storm/Flooding
2014,Montana,Severe Storm/Flooding
2014,California,Fire
2014,New Mexico,Severe Storm/Flooding
2014,Kentucky,Severe Storm/Flooding
2014,Michigan,Severe Storm/Flooding
2014,California,Fire
2014,Oregon,Fire
2014,California,Fire
2014,California,Fire
2014,California,Other
2014,California,Fire
2014,California,Fire
2014,California,Fire
2014,California,Fire
2014,North Dakota,Severe Storm/Flooding
2014,Tennessee,Severe Storm/Flooding
2014,Washington,Fire
2014,Oregon,Fire
2014,Washington,Fire
2014,Iowa,Severe Storm/Flooding
2014,Washington,Fire
2014,California,Fire
2014,California,Fire
2014,California,Fire
2014,California,Fire
2014,Oregon,Fire
2014,Nebraska,Severe Storm/Flooding
2014,South Dakota,Severe Storm/Flooding
2014,Nebraska,Severe Storm/Flooding
2014,Iowa,Severe Storm/Flooding
2014,Washington,Fire
2014,Utah,Fire
2014,Minnesota,Severe Storm/Flooding
2014,Washington,Fire
2014,Washington,Fire
2014,Washington,Fire
2014,Washington,Fire
2014,Oregon,Fire
2014,Iowa,Severe Storm/Flooding
2014,Washington,Fire
2014,Washington,Fire
2014,New York,Severe Storm/Flooding
2014,California,Fire
2014,Nebraska,Severe Storm/Flooding
2014,Vermont,Severe Storm/Flooding
2014,Oregon,Fire
2014,California,Fire
2014,California,Fire
2014,Texas,Fire
2014,Florida,Severe Storm/Flooding
2014,Oklahoma,Fire
2014,Alabama,Severe Storm/Flooding
2014,Mississippi,Severe Storm/Flooding
2014,Arkansas,Severe Storm/Flooding
2014,Indiana,Winter Storm
2014,Montana,Winter Storm
2014,Tennessee,Winter Storm
2014,Maryland,Winter Storm
2014,Oregon,Winter Storm
2014,Washington,Severe Storm/Flooding
2014,North Carolina,Winter Storm
2014,Washington,Severe Storm/Flooding
2014,South Carolina,Winter Storm
2014,Georgia,Winter Storm
2014,South Carolina,Winter Storm
2014,Georgia,Winter Storm
2014,Pennsylvania,Winter Storm
2014,Oklahoma,Winter Storm
2014,Vermont,Winter Storm
2014,California,Fire
2014,West Virginia,Other
2014,Arkansas,Winter Storm
2015,Oklahoma,Winter Storm
2015,Idaho,Severe Storm/Flooding
2015,Texas,Severe Storm/Flooding
2015,Oklahoma,Fire
2015,Washington,Fire
2015,Washington,Other
2015,Texas,Fire
2015,Wyoming,Fire
2015,South Carolina,Severe Storm/Flooding
2015,South Carolina,Severe Storm/Flooding
2015,California,Fire
2015,Oregon,Fire
2015,Washington,Fire
2015,California,Fire
2015,California,Fire
2015,Idaho,Fire
2015,Washington,Fire
2015,Washington,Fire
2015,Washington,Fire
2015,Oregon,Fire
2015,Washington,Fire
2015,Idaho,Fire
2015,Washington,Fire
2015,Washington,Fire
2015,Oregon,Fire
2015,Washington,Fire
2015,Washington,Fire
2015,Idaho,Fire
2015,Washington,Fire
2015,Oregon,Fire
2015,Kentucky,Severe Storm/Flooding
2015,Oregon,Fire
2015,Arizona,Fire
2015,Missouri,Severe Storm/Flooding
2015,West Virginia,Severe Storm/Flooding
2015,Washington,Fire
2015,California,Fire
2015,Iowa,Severe Storm/Flooding
2015,Oregon,Fire
2015,South Dakota,Severe Storm/Flooding
2015,Vermont,Severe Storm/Flooding
2015,California,Fire
2015,New Jersey,Severe Storm/Flooding
2015,Washington,Fire
2015,Kansas,Severe Storm/Flooding
2015,California,Fire
2015,Colorado,Severe Storm/Flooding
2015,Louisiana,Severe Storm/Flooding
2015,Wyoming,Severe Storm/Flooding
2015,Idaho,Fire
2015,Washington,Fire
2015,Arkansas,Severe Storm/Flooding
2015,Nebraska,Severe Storm/Flooding
2015,Arizona,Fire
2015,Texas,Severe Storm/Flooding
2015,Oklahoma,Severe Storm/Flooding
2015,West Virginia,Severe Storm/Flooding
2015,West Virginia,Severe Storm/Flooding
2015,West Virginia,Severe Storm/Flooding
2015,Kentucky,Winter Storm
2015,Kentucky,Severe Storm/Flooding
2015,Kentucky,Winter Storm
2015,Georgia,Winter Storm
2015,Massachusetts,Winter Storm
2015,Connecticut,Winter Storm
2015,Rhode Island,Winter Storm
2015,Tennessee,Winter Storm
2015,West Virginia,Winter Storm
2015,New Hampshire,Winter Storm
2015,Maine,Winter Storm
2015,Vermont,Winter Storm
2015,Mississippi,Severe Storm/Flooding
2016,Tennessee,Fire
2016,Pennsylvania,Severe Storm/Flooding
2016,Tennessee,Fire
2016,Kentucky,Fire
2016,Tennessee,Fire
2016,North Carolina,Fire
2016,Georgia,Fire
2016,South Carolina,Fire
2016,North Carolina,Fire
2016,Tennessee,Fire
2016,Tennessee,Fire
2016,Kentucky,Fire
2016,Virginia,Tropical Storm
2016,Minnesota,Severe Storm/Flooding
2016,Iowa,Severe Storm/Flooding
2016,Wisconsin,Severe Storm/Flooding
2016,Kansas,Severe Storm/Flooding
2016,Colorado,Fire
2016,Nevada,Fire
2016,South Carolina,Tropical Storm
2016,North Carolina,Tropical Storm
2016,Georgia,Tropical Storm
2016,Florida,Tropical Storm
2016,North Carolina,Tropical Storm
2016,Georgia,Tropical Storm
2016,South Carolina,Tropical Storm
2016,Florida,Tropical Storm
2016,Colorado,Fire
2016,Nevada,Fire
2016,Iowa,Severe Storm/Flooding
2016,Florida,Tropical Storm
2016,Maryland,Severe Storm/Flooding
2016,Oregon,Fire
2016,Washington,Fire
2016,Kentucky,Severe Storm/Flooding
2016,Idaho,Fire
2016,California,Fire
2016,Washington,Fire
2016,Washington,Fire
2016,California,Fire
2016,California,Fire
2016,California,Fire
2016,Louisiana,Severe Storm/Flooding
2016,Wisconsin,Severe Storm/Flooding
2016,California,Fire
2016,Montana,Severe Storm/Flooding
2016,Montana,Fire
2016,Washington,Fire
2016,Nevada,Fire
2016,California,Fire
2016,Wyoming,Fire
2016,Nevada,Fire
2016,California,Fire
2016,Wyoming,Fire
2016,California,Fire
2016,Oklahoma,Severe Storm/Flooding
2016,New Mexico,Fire
2016,Colorado,Fire
2016,California,Fire
2016,West Virginia,Severe Storm/Flooding
2016,California,Fire
2016,Utah,Fire
2016,California,Fire
2016,California,Fire
2016,New Mexico,Fire
2016,Texas,Severe Storm/Flooding
2016,Arizona,Fire
2016,California,Fire
2016,Montana,Winter Storm
2016,Arkansas,Severe Storm/Flooding
2016,Texas,Severe Storm/Flooding
2016,New Hampshire,Fire
2016,Oklahoma,Fire
2016,Kansas,Fire
2016,Mississippi,Severe Storm/Flooding
2016,Kansas,Fire
2016,Pennsylvania,Winter Storm
2016,Texas,Severe Storm/Flooding
2016,Delaware,Winter Storm
2016,New Jersey,Winter Storm
2016,Louisiana,Severe Storm/Flooding
2016,Virginia,Winter Storm
2016,Maryland,Winter Storm
2016,Georgia,Severe Storm/Flooding
2016,Oklahoma,Fire
2016,Oregon,Winter Storm
2016,Oklahoma,Winter Storm
2016,Texas,Winter Storm
2016,Arkansas,Severe Storm/Flooding
2016,Louisiana,Severe Storm/Flooding
2016,Washington,Winter Storm
2016,Idaho,Winter Storm
2016,Oklahoma,Fire
2016,Alabama,Severe Storm/Flooding
2016,Missouri,Severe Storm/Flooding
2016,Michigan,Other
2016,Washington,Severe Storm/Flooding
2016,Mississippi,Severe Storm/Flooding
2016,Missouri,Severe Storm/Flooding
